iter	Logloss
0	0.6808798482
1	0.66986096
2	0.6589750755
3	0.6482102402
4	0.6371116338
5	0.6287335974
6	0.6187977228
7	0.6090181005
8	0.5991322675
9	0.5906552893
10	0.5821528397
11	0.5738729041
12	0.5665416567
13	0.55883741
14	0.5515210009
15	0.5441838062
16	0.5357309777
17	0.5283924013
18	0.5203898272
19	0.511896629
20	0.5046959224
21	0.4979801929
22	0.4912935392
23	0.4864104263
24	0.4804009565
25	0.4739766759
26	0.4679603276
27	0.4605915941
28	0.4545940489
29	0.4482241353
30	0.4426420317
31	0.4365832712
32	0.4297610906
33	0.4237066554
34	0.4179905569
35	0.4125927302
36	0.4067948109
37	0.4023111298
38	0.3959644948
39	0.3907208781
40	0.3853191766
41	0.3803938918
42	0.3765737579
43	0.3722875099
44	0.3673655893
45	0.3618008471
46	0.3582265058
47	0.3537320114
48	0.3502937978
49	0.3459983585
50	0.3418572493
51	0.337050911
52	0.3330680367
53	0.3291129165
54	0.3253415926
55	0.3212279973
56	0.3170927754
57	0.3134104211
58	0.3092348294
59	0.3067022609
60	0.3039431234
61	0.3009089072
62	0.2969278651
63	0.2934462179
64	0.29039434
65	0.2881597384
66	0.2850355314
67	0.2824076855
68	0.2798671873
69	0.2771690249
70	0.2750024871
71	0.2715246846
72	0.2678845023
73	0.2649975574
74	0.2620577474
75	0.2595246683
76	0.2573186619
77	0.2551810197
78	0.2521002161
79	0.2493574788
80	0.2471231025
81	0.2447576898
82	0.242081079
83	0.2395997235
84	0.2373836547
85	0.2355213015
86	0.2330416582
87	0.2312479094
88	0.228683742
89	0.2262946302
90	0.2242703926
91	0.222975378
92	0.221022268
93	0.2189569548
94	0.2170431483
95	0.2150870196
96	0.2132273697
97	0.2113375025
98	0.2092159602
99	0.207585072
100	0.2057712585
101	0.2042452444
102	0.2028117743
103	0.2009603545
104	0.199571985
105	0.1981582041
106	0.1963774614
107	0.194551543
108	0.1934680188
109	0.1921953817
110	0.1906815777
111	0.1892659345
112	0.1882556555
113	0.18733349
114	0.1858742631
115	0.1839443717
116	0.1823450073
117	0.1810560752
118	0.1794129619
119	0.178462802
120	0.177508602
121	0.1761618787
122	0.1749362195
123	0.1733978001
124	0.1724670891
125	0.1710627699
126	0.1695114797
127	0.1684140934
128	0.167082719
129	0.1657186493
130	0.1648674912
131	0.1635918655
132	0.1622303039
133	0.161167295
134	0.1602368693
135	0.1587648767
136	0.1576735429
137	0.1564790921
138	0.155381841
139	0.1545748673
140	0.1532780505
141	0.1522059854
142	0.1512952189
143	0.1502392686
144	0.1494011015
145	0.1485673799
146	0.1475964494
147	0.1468017758
148	0.1457316331
149	0.1448839743
150	0.144103283
151	0.1433510067
152	0.1424914232
153	0.1416383578
154	0.1406533099
155	0.1398802029
156	0.1391053237
157	0.1382183165
158	0.1375366872
159	0.1369341753
160	0.1360938605
161	0.1354837192
162	0.1347455603
163	0.134099675
164	0.1333378919
165	0.1326408086
166	0.1318125387
167	0.1308640307
168	0.1303353197
169	0.1294294342
170	0.1287940619
171	0.1279993733
172	0.127408681
173	0.1265051684
174	0.1257780781
175	0.1250229708
176	0.1244743377
177	0.1238012239
178	0.1231392913
179	0.1222958302
180	0.1215892852
181	0.1209518252
182	0.120362845
183	0.1197266616
184	0.1191814903
185	0.1184680969
186	0.1181310368
187	0.1173611288
188	0.1167098068
189	0.1161935911
190	0.1154042041
191	0.1144931373
192	0.1138388416
193	0.1134885578
194	0.1130178932
195	0.112519084
196	0.1120027407
197	0.1116290205
198	0.1112250681
199	0.1106587207
200	0.110003569
201	0.1094498972
202	0.1089683292
203	0.1085837282
204	0.10800659
205	0.1074993329
206	0.1069188756
207	0.1063951507
208	0.1059595844
209	0.1053892121
210	0.1049377712
211	0.1044627663
212	0.1040571919
213	0.1036280159
214	0.1033168853
215	0.1026504021
216	0.1020125892
217	0.1015526779
218	0.1010988791
219	0.1005509369
220	0.1001695948
221	0.09971408393
222	0.09923638321
223	0.09880320481
224	0.09838207125
225	0.09803464094
226	0.09763490121
227	0.09725315364
228	0.09678876682
229	0.09652450141
230	0.09614957975
231	0.09568963839
232	0.09530849907
233	0.09498847751
234	0.0945405059
235	0.09409982576
236	0.09374586991
237	0.09337538622
238	0.09291837347
239	0.09244659754
240	0.09209816099
241	0.09153528289
242	0.09120428281
243	0.09080892097
244	0.0903635851
245	0.08996409319
246	0.08956792035
247	0.08913777569
248	0.08873696215
249	0.08840144901
250	0.08797201021
251	0.08757646816
252	0.08723029189
253	0.0870124937
254	0.08654586161
255	0.08604893722
256	0.0856731595
257	0.0854881617
258	0.0852392452
259	0.08484925998
260	0.08441740321
261	0.08414686759
262	0.08384668545
263	0.08357053291
264	0.08325225349
265	0.08299657867
266	0.08269834143
267	0.08242841405
268	0.08208635285
269	0.08170240507
270	0.08145399169
271	0.08098560243
272	0.08077382666
273	0.08060965951
274	0.08031066384
275	0.0799905822
276	0.07966799999
277	0.07933736786
278	0.0789960726
279	0.07865332806
280	0.07833266071
281	0.07806357436
282	0.07775777531
283	0.07746708487
284	0.07723320188
285	0.07699340159
286	0.07684100894
287	0.07649390904
288	0.07617834797
289	0.07592751661
290	0.07566108103
291	0.07539250532
292	0.07503276735
293	0.07473736861
294	0.07443792238
295	0.07417556432
296	0.07390280596
297	0.07361409045
298	0.07342720032
299	0.0731561015
300	0.07295213534
301	0.07264490203
302	0.07236613627
303	0.07210368059
304	0.07189493855
305	0.07169888714
306	0.07144282183
307	0.07117304464
308	0.07082390973
309	0.07058501056
310	0.07040163476
311	0.07018600674
312	0.06990267536
313	0.06963478299
314	0.0694384237
315	0.06916053652
316	0.06894335409
317	0.06863213336
318	0.06845741572
319	0.06821053422
320	0.06792990617
321	0.06774249039
322	0.06752664461
323	0.06724685008
324	0.0670671463
325	0.06680505107
326	0.06664486382
327	0.0663895194
328	0.06627888567
329	0.06610319934
330	0.06593511236
331	0.065799195
332	0.06568674403
333	0.06540999826
334	0.06515940719
335	0.0648813473
336	0.0646810006
337	0.06445222389
338	0.06424255071
339	0.0640655052
340	0.06391587595
341	0.06368188783
342	0.06350160584
343	0.06328141971
344	0.06304596728
345	0.06273845237
346	0.06258151287
347	0.06233635099
348	0.062133132
349	0.06184972928
350	0.06170119639
351	0.06148367604
352	0.06134121437
353	0.06116452555
354	0.06100697405
355	0.06079619325
356	0.06056453675
357	0.06039914559
358	0.06020100661
359	0.06004646256
360	0.05987485
361	0.05963967541
362	0.05948110641
363	0.05929901093
364	0.05915424392
365	0.05892845965
366	0.05873750326
367	0.0585239891
368	0.05837475784
369	0.05820228171
370	0.05799325432
371	0.05785197911
372	0.05766425921
373	0.0574729574
374	0.05729653516
375	0.0570796531
376	0.05696317342
377	0.05677371138
378	0.05663075785
379	0.0564960307
380	0.05634368686
381	0.05613514007
382	0.05596682406
383	0.05579090869
384	0.0556734866
385	0.05556412945
386	0.05539994728
387	0.05525487614
388	0.05514226748
389	0.05501342007
390	0.05488635236
391	0.05468472533
392	0.05452647172
393	0.05440328628
394	0.05424481114
395	0.05409147233
396	0.0539096622
397	0.05375376273
398	0.05357219291
399	0.0534041998
400	0.05314650123
401	0.05297277105
402	0.05285022015
403	0.05264913003
404	0.05250964953
405	0.05234518952
406	0.05213140878
407	0.05194673013
408	0.05179084943
409	0.05169071738
410	0.05154307058
411	0.05142112792
412	0.05126378292
413	0.05114873751
414	0.0510106725
415	0.05085327118
416	0.05068576618
417	0.05052107338
418	0.05041769358
419	0.05029111772
420	0.05011106852
421	0.05001375243
422	0.04984690448
423	0.04971536877
424	0.04958598445
