iter	Logloss
0	0.5306595744
1	0.3787048899
2	0.2954871381
3	0.2392266886
4	0.2038929125
5	0.1577925095
6	0.1410789695
7	0.1310289251
8	0.1213931452
9	0.1167337563
10	0.1059500614
11	0.1001309785
12	0.09611726299
13	0.09343918054
14	0.09172833805
15	0.09015448263
16	0.08930136042
17	0.08865455918
18	0.08814976924
19	0.08736227137
20	0.0867207664
21	0.08619499312
22	0.08572015752
23	0.08515249266
24	0.08484232089
25	0.08353994082
26	0.08333473322
27	0.08309461641
28	0.0828725632
29	0.08265638282
30	0.08241490012
31	0.08221293328
32	0.08210687039
33	0.08187252449
34	0.08173403101
35	0.0816443243
36	0.08154401773
37	0.08143710693
38	0.08131686142
39	0.08054923401
40	0.08048893007
41	0.08040566195
42	0.0803074391
43	0.08025037084
44	0.08022404303
45	0.07996844524
46	0.07983812449
47	0.07979607671
48	0.07975347314
49	0.07973853381
50	0.0796872944
51	0.0796374427
52	0.07958351601
53	0.07955191833
54	0.07951737278
55	0.07937532241
56	0.07928930569
57	0.07927180178
58	0.07923563396
59	0.07921522437
60	0.07916588849
61	0.07913548359
62	0.07909731155
63	0.07906546702
64	0.07905352549
65	0.07866621045
66	0.07864228099
67	0.07863281043
68	0.07861534916
69	0.07860505106
70	0.07857165815
71	0.07853663463
72	0.07851046421
73	0.07849327267
74	0.07844845834
75	0.07843537413
76	0.07840930294
77	0.07840137633
78	0.07837407671
79	0.07834889308
80	0.07833246713
81	0.07827379129
82	0.07821977147
83	0.07820759002
84	0.07818006624
85	0.07816682803
86	0.07813173395
87	0.07810363206
88	0.07808369651
89	0.07805876524
90	0.07804613952
91	0.07802523946
92	0.07801475143
93	0.07800667983
94	0.0779748427
95	0.07796138999
96	0.07795941532
97	0.07795780503
98	0.07793832305
99	0.07791461344
100	0.07789497485
101	0.07786570148
102	0.07786321513
103	0.07785206437
104	0.07783629167
105	0.07781401085
106	0.07780999529
107	0.0777904282
108	0.0777877402
109	0.07776526095
110	0.07773910742
111	0.07771301016
112	0.07766075092
113	0.07762837161
114	0.07759906921
115	0.07759241907
116	0.07758606179
117	0.07734962183
118	0.07733067479
119	0.07732028284
120	0.07731323583
121	0.07729900675
122	0.07728691253
123	0.07728494969
124	0.07724745612
125	0.07723522262
126	0.07722115401
127	0.07721212181
128	0.0771925301
129	0.07715832318
130	0.07715473154
131	0.07715105084
132	0.077130697
133	0.07711410134
134	0.07707680281
135	0.07706380122
136	0.07705394618
137	0.07703364917
138	0.07703124501
139	0.07701814964
140	0.07700079521
141	0.07697911945
142	0.07696041693
143	0.07694301394
144	0.07688032941
145	0.07687612137
146	0.07684618259
147	0.07682162798
148	0.07679223478
149	0.07679091252
150	0.07677362115
151	0.07676008873
152	0.07674015071
153	0.07670827158
154	0.07668600941
155	0.07665375257
156	0.07651609659
157	0.07651557197
158	0.07650220939
159	0.07649133906
160	0.07648412682
161	0.0764570363
162	0.07644908298
163	0.07644660076
164	0.07643897036
165	0.07643804606
166	0.07640739445
167	0.07640520542
168	0.0763957506
169	0.07636514215
170	0.07633919832
171	0.07632620025
172	0.07630139004
173	0.07629690723
174	0.07627024146
175	0.07625749096
176	0.0762461952
177	0.07621496668
178	0.07618783751
179	0.07616371255
180	0.07614688036
181	0.07614524751
182	0.07611888054
183	0.07611492417
184	0.07610748962
185	0.07608912255
186	0.07608857202
187	0.07607075563
188	0.076046428
189	0.07603929498
190	0.07602285758
191	0.07599380256
192	0.07596884801
193	0.07596451495
194	0.07594019309
195	0.07592118572
196	0.07591067495
197	0.07588260531
198	0.07585799265
199	0.07585262531
200	0.07584884481
201	0.07582789452
202	0.07581330753
203	0.07579642904
204	0.0757913162
205	0.07578665516
206	0.07578397169
207	0.0757799855
208	0.07577911264
209	0.07576897316
210	0.07573973337
211	0.07573670202
212	0.07571755501
213	0.07570351521
214	0.07568989684
215	0.0756603683
216	0.075655346
217	0.07565075483
218	0.07561469856
219	0.07561370758
220	0.07561138438
221	0.0756094801
222	0.07560655152
223	0.07559506942
224	0.07557620096
225	0.07548821061
226	0.0754676852
227	0.07544631012
228	0.0754343132
229	0.07543353127
230	0.07541573597
231	0.07539496064
232	0.07538471636
233	0.0753843468
234	0.07536283494
235	0.07535342529
236	0.07534089475
237	0.07532129296
238	0.07531737539
239	0.07529703719
240	0.07528593761
241	0.07528027708
242	0.07525379389
243	0.0752402848
244	0.07521503778
245	0.07521034824
246	0.07517656557
247	0.07517301916
248	0.07516948273
249	0.07513759658
250	0.07510825783
251	0.07508396897
252	0.07507029877
253	0.07505062616
254	0.07503354222
255	0.07502299816
256	0.07501638921
257	0.07499367583
258	0.07499149213
259	0.07499025349
260	0.07498335535
261	0.07497987584
262	0.07494501615
263	0.07492248804
264	0.07491063989
265	0.07490657899
266	0.0748904057
267	0.07488672396
268	0.07488245498
269	0.07487441915
270	0.07487007067
271	0.07486494717
272	0.07486021741
273	0.07482623855
274	0.07479326308
275	0.07476981065
276	0.07476704436
277	0.07472866499
278	0.07469557614
279	0.07466802899
280	0.07464489055
281	0.07463770438
282	0.07462847144
283	0.07460750642
284	0.07457326286
285	0.07457086129
286	0.07454268454
287	0.07451613879
288	0.07450917243
289	0.07449849001
290	0.07447503639
291	0.07444669707
292	0.07444304024
293	0.0744200649
294	0.07441035394
295	0.07439127083
296	0.07438504952
297	0.07437502606
298	0.07436168608
299	0.07435739019
300	0.07435507864
301	0.07434815752
302	0.07433242314
303	0.07431973136
304	0.07431588496
305	0.07430181108
306	0.07429830981
307	0.07427246998
308	0.0742621995
309	0.07424966953
310	0.07424690392
311	0.07423294032
312	0.07421071751
313	0.07418696362
314	0.07417460373
315	0.07417004996
316	0.07416501995
317	0.07416295853
318	0.07416279466
319	0.07414764872
320	0.07414387541
321	0.07414071681
322	0.0741325323
323	0.07410857556
324	0.07409183542
325	0.07408943506
326	0.0740887407
327	0.07406593088
328	0.07406142131
329	0.07406009654
330	0.0740388534
331	0.07401812337
332	0.07400224957
333	0.07399623434
334	0.07398884145
335	0.07397884828
336	0.07395701822
337	0.07395621669
338	0.07394365318
339	0.07393818701
340	0.0739168427
341	0.07391360667
342	0.07391195024
343	0.07388866968
344	0.07387423823
345	0.07386069623
346	0.07384149927
347	0.07383184321
348	0.07381129708
349	0.07380572111
350	0.07380346194
351	0.07377834861
352	0.07375962841
353	0.07374824199
354	0.07374584063
355	0.07372550388
356	0.07372426913
357	0.07369793374
358	0.07368987454
359	0.07368141533
360	0.07366275592
361	0.0736555942
362	0.0736254086
363	0.0736127819
364	0.07359148419
365	0.07357649076
366	0.07355180338
367	0.07354149084
368	0.07353799184
369	0.07351938816
